CUSTOMER_ID,ORDER_DATE,PRODUCT_ID,ITEM_NAME,ITEM_DESC_LONG,DOG_NAME,DOG_BIRTHDAY,DOG_SIZE,DOG_GENDER,DOG_BREED
229099,2020-10-07,182377,Blue Buffalo True Chews Natural Chewy Chicken Cat Treats,"Give your furbaby a meaty reward worth remembering with Blue Buffalo True Chews Natural Chewy Cat Treats. Made with real chicken first, these delectable, bite-sized morsels feature high-quality, healthy ingredients you can feel great about feeding your cat. They are a natural cat treat sure to get purrs of approval from the pickiest kitty companions.",Buddy,2011-01-01,SM,MALE,Shih Tzu
229099,2020-10-07,132383,Nature Zone HerpPro Calcium & Probiotic Bearded Dragon Supplement,"Keep your bearded dragon healthy and peppy with the Nature Zone HerpPro Calcium & Probiotics for Bearded Dragons. This ready-to-use formula provides your herp pal with calcium that’s essential for his health, especially to support strong bones and prevent fractures and metabolic bone disease. It’s specially formulated to have the ideal calcium to phosphorus ratio for beardies, and has vitamin D3 that’s needed to maximize calcium absorption. Plus, it also has probiotics to maintain a healthy immune system and gut flora.",Buddy,2011-01-01,SM,MALE,Shih Tzu
229099,2020-10-19,182379,Blue Buffalo True Chews Duck Recipe Chewy Cat Treats,"Reward your best friend with the savory taste of real meat with Blue Buffalo True Chews Natural Chewy Cat Treats. These tasty treats are made with real duck as the first ingredient. They’re crafted with a meaty, protein-rich formula, satisfying your furbaby’s cravings for a delicious snack. Blue Buffalo natural treats for cats offer chewy, tasty bites of duck packed with wholesome ingredients that cats will love. Best of all, these treats for cats are made in the USA and, like all Blue Buffalo treats, these cat treats contain no poultry by-product meals, corn, wheat, soy, artificial flavors, or preservatives.",Buddy,2011-01-01,SM,MALE,Shih Tzu
229099,2020-11-20,182377,Blue Buffalo True Chews Natural Chewy Chicken Cat Treats,"Give your furbaby a meaty reward worth remembering with Blue Buffalo True Chews Natural Chewy Cat Treats. Made with real chicken first, these delectable, bite-sized morsels feature high-quality, healthy ingredients you can feel great about feeding your cat. They are a natural cat treat sure to get purrs of approval from the pickiest kitty companions.",Buddy,2011-01-01,SM,MALE,Shih Tzu
229099,2020-11-20,132383,Nature Zone HerpPro Calcium & Probiotic Bearded Dragon Supplement,"Keep your bearded dragon healthy and peppy with the Nature Zone HerpPro Calcium & Probiotics for Bearded Dragons. This ready-to-use formula provides your herp pal with calcium that’s essential for his health, especially to support strong bones and prevent fractures and metabolic bone disease. It’s specially formulated to have the ideal calcium to phosphorus ratio for beardies, and has vitamin D3 that’s needed to maximize calcium absorption. Plus, it also has probiotics to maintain a healthy immune system and gut flora.",Buddy,2011-01-01,SM,MALE,Shih Tzu
229099,2020-12-08,132383,Nature Zone HerpPro Calcium & Probiotic Bearded Dragon Supplement,"Keep your bearded dragon healthy and peppy with the Nature Zone HerpPro Calcium & Probiotics for Bearded Dragons. This ready-to-use formula provides your herp pal with calcium that’s essential for his health, especially to support strong bones and prevent fractures and metabolic bone disease. It’s specially formulated to have the ideal calcium to phosphorus ratio for beardies, and has vitamin D3 that’s needed to maximize calcium absorption. Plus, it also has probiotics to maintain a healthy immune system and gut flora.",Buddy,2011-01-01,SM,MALE,Shih Tzu
229099,2020-12-08,182377,Blue Buffalo True Chews Natural Chewy Chicken Cat Treats,"Give your furbaby a meaty reward worth remembering with Blue Buffalo True Chews Natural Chewy Cat Treats. Made with real chicken first, these delectable, bite-sized morsels feature high-quality, healthy ingredients you can feel great about feeding your cat. They are a natural cat treat sure to get purrs of approval from the pickiest kitty companions.",Buddy,2011-01-01,SM,MALE,Shih Tzu
906549,2020-01-06,104470,Wahl Mini Arco Replacement Blade Set,"The Wahl Mini Arco Replacement Blade Set provides an extra blade replacement for the Wahl Mini Arco Pet Trimmer. This #30 trimmer blade has fine teeth for a precise trim around the face, paws and ears. The detachable Wahl Mini Arco Replacement Blade has a long-lasting, corrosion-inhibitive finish for added durability.",Emmylou,2013-03-28,SM,FMLE,French Bulldog
906549,2020-02-10,104470,Wahl Mini Arco Replacement Blade Set,"The Wahl Mini Arco Replacement Blade Set provides an extra blade replacement for the Wahl Mini Arco Pet Trimmer. This #30 trimmer blade has fine teeth for a precise trim around the face, paws and ears. The detachable Wahl Mini Arco Replacement Blade has a long-lasting, corrosion-inhibitive finish for added durability.",Emmylou,2013-03-28,SM,FMLE,French Bulldog
906549,2020-03-16,104470,Wahl Mini Arco Replacement Blade Set,"The Wahl Mini Arco Replacement Blade Set provides an extra blade replacement for the Wahl Mini Arco Pet Trimmer. This #30 trimmer blade has fine teeth for a precise trim around the face, paws and ears. The detachable Wahl Mini Arco Replacement Blade has a long-lasting, corrosion-inhibitive finish for added durability.",Emmylou,2013-03-28,SM,FMLE,French Bulldog
906549,2020-04-14,104470,Wahl Mini Arco Replacement Blade Set,"The Wahl Mini Arco Replacement Blade Set provides an extra blade replacement for the Wahl Mini Arco Pet Trimmer. This #30 trimmer blade has fine teeth for a precise trim around the face, paws and ears. The detachable Wahl Mini Arco Replacement Blade has a long-lasting, corrosion-inhibitive finish for added durability.",Emmylou,2013-03-28,SM,FMLE,French Bulldog
906549,2020-05-12,104470,Wahl Mini Arco Replacement Blade Set,"The Wahl Mini Arco Replacement Blade Set provides an extra blade replacement for the Wahl Mini Arco Pet Trimmer. This #30 trimmer blade has fine teeth for a precise trim around the face, paws and ears. The detachable Wahl Mini Arco Replacement Blade has a long-lasting, corrosion-inhibitive finish for added durability.",Emmylou,2013-03-28,SM,FMLE,French Bulldog
906549,2020-06-15,104470,Wahl Mini Arco Replacement Blade Set,"The Wahl Mini Arco Replacement Blade Set provides an extra blade replacement for the Wahl Mini Arco Pet Trimmer. This #30 trimmer blade has fine teeth for a precise trim around the face, paws and ears. The detachable Wahl Mini Arco Replacement Blade has a long-lasting, corrosion-inhibitive finish for added durability.",Emmylou,2013-03-28,SM,FMLE,French Bulldog
906549,2020-07-16,104470,Wahl Mini Arco Replacement Blade Set,"The Wahl Mini Arco Replacement Blade Set provides an extra blade replacement for the Wahl Mini Arco Pet Trimmer. This #30 trimmer blade has fine teeth for a precise trim around the face, paws and ears. The detachable Wahl Mini Arco Replacement Blade has a long-lasting, corrosion-inhibitive finish for added durability.",Emmylou,2013-03-28,SM,FMLE,French Bulldog
906549,2020-08-19,104470,Wahl Mini Arco Replacement Blade Set,"The Wahl Mini Arco Replacement Blade Set provides an extra blade replacement for the Wahl Mini Arco Pet Trimmer. This #30 trimmer blade has fine teeth for a precise trim around the face, paws and ears. The detachable Wahl Mini Arco Replacement Blade has a long-lasting, corrosion-inhibitive finish for added durability.",Emmylou,2013-03-28,SM,FMLE,French Bulldog
906549,2020-09-23,104470,Wahl Mini Arco Replacement Blade Set,"The Wahl Mini Arco Replacement Blade Set provides an extra blade replacement for the Wahl Mini Arco Pet Trimmer. This #30 trimmer blade has fine teeth for a precise trim around the face, paws and ears. The detachable Wahl Mini Arco Replacement Blade has a long-lasting, corrosion-inhibitive finish for added durability.",Emmylou,2013-03-28,SM,FMLE,French Bulldog
906549,2020-10-28,104470,Wahl Mini Arco Replacement Blade Set,"The Wahl Mini Arco Replacement Blade Set provides an extra blade replacement for the Wahl Mini Arco Pet Trimmer. This #30 trimmer blade has fine teeth for a precise trim around the face, paws and ears. The detachable Wahl Mini Arco Replacement Blade has a long-lasting, corrosion-inhibitive finish for added durability.",Emmylou,2013-03-28,SM,FMLE,French Bulldog
906549,2020-12-02,104470,Wahl Mini Arco Replacement Blade Set,"The Wahl Mini Arco Replacement Blade Set provides an extra blade replacement for the Wahl Mini Arco Pet Trimmer. This #30 trimmer blade has fine teeth for a precise trim around the face, paws and ears. The detachable Wahl Mini Arco Replacement Blade has a long-lasting, corrosion-inhibitive finish for added durability.",Emmylou,2013-03-28,SM,FMLE,French Bulldog
1101920,2020-02-15,207475,TRIXIE Playground Wall Mounted Cat Shelves,"If your cat’s been climbing the walls with boredom, she’ll love the wall-mounted Trixie Cat Playground. This neat vertical playground includes three steps and two sleeping platforms for some paw-some feline naptime and play. The steps feature sisal surfaces for good grip and nice scratching while the sleep platforms are covered with plush fabric. Place the components in any order you like, just make sure they’re close enough that your cat can jump between them! Great for single or multi-cat homes, the whole system mounts easily with the included hardware.",Turbo,2008-01-01,UNK,MALE,Chihuahua
1101920,2020-02-15,103318,NRG True North Treats Free Range Beef Liver Jerky Dehydrated Dog Treats,"NRG True North Treats Free Range Beef Liver Jerky Dehydrated Dog Treats are deliciously health-conscious treats dogs salivate over. Simple and wholesome, these treats contain range-fed beef liver sourced from Canada. They are slowly dehydrated into the best treat your dog will ever taste, locking in incredible nutrition and natural flavor, with absolutely no GMO ingredients.",Turbo,2008-01-01,UNK,MALE,Chihuahua
1101920,2020-03-05,104021,"ZippyPaws Climbers Mountain Original Climbing Rope Dog Leash, Pink","Inspired by the exhilarating sport of mountain climbing, ZippyPaws Climbers Mountain Original Climbing Rope Dog Leash is carefully crafted from the same high-tensile rope mountaineers depend on, with a tested strength of 3,791 pounds. This durable, ultra-thick leash is made extra tough for active dogs and their adventurous owners, with a safe, comfortable lead and a heavy-duty, dependable snap hook.",Turbo,2008-01-01,UNK,MALE,Chihuahua
1101920,2020-03-15,57205,VeRUS Chicken & Brown Rice Formula Canned Dog Food,VéRUS Chicken & Brown Rice Formula Canned Dog Food is a unique holistic blended dog food. VéRUS Chicken & Brown Rice Formula Canned Dog Food is formulated to the same high standards as VéRUS dry foods. Your canine companion will thank you for feeding him VéRUS Chicken & Brown Rice Formula Canned Dog Food! BPA and BPS free.,Turbo,2008-01-01,UNK,MALE,Chihuahua
1101920,2020-03-27,183518,Necoichi Cozy Cat Scratcher Bowl Replacement Pad,"Necoichi Cozy Cat Scratcher Bowl Replacement pads help keep your kitty’s Necoichi Cat Cozy Scratcher Bed (sold separately) in new condition! Your feline friend is going to love resting in Necoichi Cozy Scratcher Cat Bed! These circular shaped pads are made from 100% recycled paper which are free from chemicals. Not only will your cat companion love to curl up in this ultra-modern piece, but she’ll also love scratching away to help keep her claws strong and healthy!",Turbo,2008-01-01,UNK,MALE,Chihuahua
1101920,2020-04-08,186698,ZippyPaws Raccoon Z-Stitch Skinny Peltz Dog Toy,"ZippyPaws Raccoon Z-Stitch Skinny Peltz Dog Toy is one crazy creature that won’t escape from your happy hound’s clutches! Three round squeakers inside this raccoon-resembling critter keep your pooch entertained with every bite. Better still, this plush toy is built to take a lot of major ruff-housing — because it’s reinforced with multiple layers of tough fabric and has strong border webbing stitched together with ZippyPaws’ proprietary Z-stitch technology! So your furry friend will get hours and hours of enjoyment from his new favorite chew toy.",Turbo,2008-01-01,UNK,MALE,Chihuahua
1101920,2020-04-13,186698,ZippyPaws Raccoon Z-Stitch Skinny Peltz Dog Toy,"ZippyPaws Raccoon Z-Stitch Skinny Peltz Dog Toy is one crazy creature that won’t escape from your happy hound’s clutches! Three round squeakers inside this raccoon-resembling critter keep your pooch entertained with every bite. Better still, this plush toy is built to take a lot of major ruff-housing — because it’s reinforced with multiple layers of tough fabric and has strong border webbing stitched together with ZippyPaws’ proprietary Z-stitch technology! So your furry friend will get hours and hours of enjoyment from his new favorite chew toy.",Turbo,2008-01-01,UNK,MALE,Chihuahua
1101920,2020-07-01,57205,VeRUS Chicken & Brown Rice Formula Canned Dog Food,VéRUS Chicken & Brown Rice Formula Canned Dog Food is a unique holistic blended dog food. VéRUS Chicken & Brown Rice Formula Canned Dog Food is formulated to the same high standards as VéRUS dry foods. Your canine companion will thank you for feeding him VéRUS Chicken & Brown Rice Formula Canned Dog Food! BPA and BPS free.,Turbo,2008-01-01,UNK,MALE,Chihuahua
1101920,2020-07-13,133999,Kibbles 'n Bits American Grill Grilled USA Beef Steak Flavor Dry Dog Food,"Give your pup the nutrition and right-off-the-grill flavor he loves with the Kibbles 'n Bits American Grill Grilled USA Beef Steak Flavor Dry Dog Food. This formula packs plenty of backyard barbeque taste into a blend of crunchy and tender meaty bits made with grilled beef steak flavor, potatoes, and lip-smacking real cheddar cheese. It’s loaded with high-quality protein to help support strong muscles, plus vitamins, minerals and antioxidants so it’s a complete and balanced diet for all life stages. Plus, it’s proudly made in the USA so it’s a satisfying meal you can feel good about serving your dog every day!",Turbo,2008-01-01,UNK,MALE,Chihuahua
1101920,2020-07-13,199342,Living World Paws2Go Small Animal Carrier,"Is your petite pet ready for an adventure? Make him travel-ready in his very own Living World Paws2Go Small Animal Carrier. Designed with comfort in mind, this is a first-class carrier for your furry friend. You’ll find it easy and secure to carry with the comfortable handle—and when you’ve reached your destination, getting him out is a cinch with the easy-access lid. He’ll have plenty of fresh air with the ventilation slits and because many tiny friends enjoy chewing to pass the time, this carrier is made of durable, chew-resistant plastic.",Turbo,2008-01-01,UNK,MALE,Chihuahua
1101920,2020-07-13,183518,Necoichi Cozy Cat Scratcher Bowl Replacement Pad,"Necoichi Cozy Cat Scratcher Bowl Replacement pads help keep your kitty’s Necoichi Cat Cozy Scratcher Bed (sold separately) in new condition! Your feline friend is going to love resting in Necoichi Cozy Scratcher Cat Bed! These circular shaped pads are made from 100% recycled paper which are free from chemicals. Not only will your cat companion love to curl up in this ultra-modern piece, but she’ll also love scratching away to help keep her claws strong and healthy!",Turbo,2008-01-01,UNK,MALE,Chihuahua
1101920,2020-07-13,186698,ZippyPaws Raccoon Z-Stitch Skinny Peltz Dog Toy,"ZippyPaws Raccoon Z-Stitch Skinny Peltz Dog Toy is one crazy creature that won’t escape from your happy hound’s clutches! Three round squeakers inside this raccoon-resembling critter keep your pooch entertained with every bite. Better still, this plush toy is built to take a lot of major ruff-housing — because it’s reinforced with multiple layers of tough fabric and has strong border webbing stitched together with ZippyPaws’ proprietary Z-stitch technology! So your furry friend will get hours and hours of enjoyment from his new favorite chew toy.",Turbo,2008-01-01,UNK,MALE,Chihuahua
1101920,2020-07-22,133999,Kibbles 'n Bits American Grill Grilled USA Beef Steak Flavor Dry Dog Food,"Give your pup the nutrition and right-off-the-grill flavor he loves with the Kibbles 'n Bits American Grill Grilled USA Beef Steak Flavor Dry Dog Food. This formula packs plenty of backyard barbeque taste into a blend of crunchy and tender meaty bits made with grilled beef steak flavor, potatoes, and lip-smacking real cheddar cheese. It’s loaded with high-quality protein to help support strong muscles, plus vitamins, minerals and antioxidants so it’s a complete and balanced diet for all life stages. Plus, it’s proudly made in the USA so it’s a satisfying meal you can feel good about serving your dog every day!",Turbo,2008-01-01,UNK,MALE,Chihuahua
1101920,2020-10-07,186698,ZippyPaws Raccoon Z-Stitch Skinny Peltz Dog Toy,"ZippyPaws Raccoon Z-Stitch Skinny Peltz Dog Toy is one crazy creature that won’t escape from your happy hound’s clutches! Three round squeakers inside this raccoon-resembling critter keep your pooch entertained with every bite. Better still, this plush toy is built to take a lot of major ruff-housing — because it’s reinforced with multiple layers of tough fabric and has strong border webbing stitched together with ZippyPaws’ proprietary Z-stitch technology! So your furry friend will get hours and hours of enjoyment from his new favorite chew toy.",Turbo,2008-01-01,UNK,MALE,Chihuahua
1101920,2020-10-07,57205,VeRUS Chicken & Brown Rice Formula Canned Dog Food,VéRUS Chicken & Brown Rice Formula Canned Dog Food is a unique holistic blended dog food. VéRUS Chicken & Brown Rice Formula Canned Dog Food is formulated to the same high standards as VéRUS dry foods. Your canine companion will thank you for feeding him VéRUS Chicken & Brown Rice Formula Canned Dog Food! BPA and BPS free.,Turbo,2008-01-01,UNK,MALE,Chihuahua
1101920,2020-11-12,186698,ZippyPaws Raccoon Z-Stitch Skinny Peltz Dog Toy,"ZippyPaws Raccoon Z-Stitch Skinny Peltz Dog Toy is one crazy creature that won’t escape from your happy hound’s clutches! Three round squeakers inside this raccoon-resembling critter keep your pooch entertained with every bite. Better still, this plush toy is built to take a lot of major ruff-housing — because it’s reinforced with multiple layers of tough fabric and has strong border webbing stitched together with ZippyPaws’ proprietary Z-stitch technology! So your furry friend will get hours and hours of enjoyment from his new favorite chew toy.",Turbo,2008-01-01,UNK,MALE,Chihuahua
1101920,2020-11-30,121597,KidCo Stairway Gate Installation Kit,"Mount any gate easily and damage-free with the KidCo Stairway Gate Installation Kit. Different homes use different designs and materials for stairways, which makes the installation of safety gates difficult since the “one size fits all” gate design does not exist. And so this installation kit offers the solution, with all the materials and fasteners needed to properly install any child safety gate to stairway banisters—and without drilling into your expensive, beautiful wood. Great for use at the top or bottom of the stairs, one kit is required for each side of the gate that is being mounted to the banister.",Turbo,2008-01-01,UNK,MALE,Chihuahua
1101920,2020-11-30,132262,OneTigris Tactical Training Molle Vest Dog Harness,"The OneTigris Tactical Training Molle Vest Dog Harness lets you get into the wild with your adventurous pup while keeping him safe and comfortable. This durable, versatile harness is made with a heavy-duty nylon shell and soft breathable mesh interior padding for ideal comfort on any outing, and also features dual extra-strong V-ring leash loops at the front and rear of the harness. Convenient MOLLE (Modular Lightweight Load-carrying Equipment) webbing along both sides of the harness accepts a wide variety of molle pouches so your canine companion can carry his own supplies. The padded neck strap and dual chest and belly straps provide a snug, secure and comfortable fit, while the fuzzy fastener-style panel along the top allows you to attach an array of morale patches and badges to customize the harness to fit your pup’s style and express his individual personality.",Turbo,2008-01-01,UNK,MALE,Chihuahua
1101920,2020-11-30,186698,ZippyPaws Raccoon Z-Stitch Skinny Peltz Dog Toy,"ZippyPaws Raccoon Z-Stitch Skinny Peltz Dog Toy is one crazy creature that won’t escape from your happy hound’s clutches! Three round squeakers inside this raccoon-resembling critter keep your pooch entertained with every bite. Better still, this plush toy is built to take a lot of major ruff-housing — because it’s reinforced with multiple layers of tough fabric and has strong border webbing stitched together with ZippyPaws’ proprietary Z-stitch technology! So your furry friend will get hours and hours of enjoyment from his new favorite chew toy.",Turbo,2008-01-01,UNK,MALE,Chihuahua
1101920,2020-12-12,186698,ZippyPaws Raccoon Z-Stitch Skinny Peltz Dog Toy,"ZippyPaws Raccoon Z-Stitch Skinny Peltz Dog Toy is one crazy creature that won’t escape from your happy hound’s clutches! Three round squeakers inside this raccoon-resembling critter keep your pooch entertained with every bite. Better still, this plush toy is built to take a lot of major ruff-housing — because it’s reinforced with multiple layers of tough fabric and has strong border webbing stitched together with ZippyPaws’ proprietary Z-stitch technology! So your furry friend will get hours and hours of enjoyment from his new favorite chew toy.",Turbo,2008-01-01,UNK,MALE,Chihuahua
2385023,2020-02-10,102298,Purina Pro Plan Adult Ocean Whitefish & Tuna Entree in Sauce Canned Cat Food,"Serve your fish-loving feline a combo straight from the sea with Purina Pro Plan Complete Essentials Ocean Whitefish and Tuna Entree in Sauce Adult Wet Cat Food. High quality ingredients like real ocean whitefish and tuna are blended together for a yummy, canned cat food with sauce that your cat is sure to adore. She gets all the good stuff she needs, including tons of protein to support her lean muscles on her daily adventures. Linoleic acid and vitamin A in the adult cat food nourish her skin and super-soft coat. Vitamin A and taurine help keep her vision sharp as she explores, and antioxidants promote her immune system health. Best of all, the taste, texture and aroma of this premium wet cat food combine into a sensory experience, giving her the kind of mealtime she loves most.",Maggie,2010-09-26,SM,FMLE,Dachshund
2385023,2020-02-10,210624,Top Performance Baking Soda Plus Dog & Cat Shampoo,"Top Performance Baking Soda Plus Dog Shampoo will transform your smelly sidekick into one freshly scented furry friend. This powerful formula is designed to eliminate odors to leave your best bud smelling incredibly fresh. Bergamot extract and baking soda help to deodorize fur and reduce excess oils, helping to improve a coat’s overall softness and scent. The light, cotton fragrance leaves fur with a lasting aroma you’ll love!",Maggie,2010-09-26,SM,FMLE,Dachshund
2385023,2020-02-10,52982,NutriSource Grain-Free Lamb Meal & Peas Formula Dry Dog Food,"NutriSource Grain Free Lamb - Lamb meal is the #1 ingredient in NutriSource Grain Free Lamb, which provides super premium nutrition for your dog. The grain and gluten-free formula is easy on digestion and features the NutriSource exclusive “Good 4 Life” system and is made with the finest quality pure ingredients available. Made with peas, a low glycemic legume, also a great source of protein, fiber, and the essential amino acid lysine. Peas supply complex carbohydrates, vitamins A and C, iron and beneficial fiber to support digestive function",Maggie,2010-09-26,SM,FMLE,Dachshund
2385023,2020-02-10,53154,Blue Buffalo Longevity Kitten Ideal Weight Formula Canned Cat Food,"The ideal complement to Blue Buffalo Longevity Dry Formula, Longevity Canned Kitten Food is the best way to start them on the road to staying lean for life in a tasty, moist formula. Because it’s made with scrumptious lean whitefish first followed by wholesome fruits and veggies, Longevity offers a delicious taste without the excess calories that can contribute to obesity.",Maggie,2010-09-26,SM,FMLE,Dachshund
2385023,2020-02-10,186957,PetAg Boundary Indoor/Outdoor Cat Repellent,"Keep cats out of no-go areas with PetAg’s Boundary Indoor/Outdoor Cat Repellent. This handy spray uses smells cats dislike and can be an effective training aid in and around the home. Repel felines from trees, shrubs, planting beds, garbage cans, furniture or other forbidden areas where a cat’s presence or scent marking is not desired. Simply spray daily until cats get the message!",Maggie,2010-09-26,SM,FMLE,Dachshund
2385023,2020-03-14,210630,Top Performance Natural Flea & Tick Dog & Cat Shampoo,"Send uninvited hitchhikers on their way with Top Performance Natural Flea & Tick Dog Shampoo. This environmentally friendly formula is designed to naturally rid your furry friend of pesky fleas and ticks, sparing your pet from harsh chemicals and pyrethrin-based pesticides that are commonly found in other remedies. The shampoo features a fresh herbal scent and includes ingredients like aloe, lanolin, lecithin and vitamin E antioxidants to help condition and moisturize your best bud’s skin as it works to prevent future reinfestation.",Maggie,2010-09-26,SM,FMLE,Dachshund
2385023,2020-03-14,173937,"Chewy Louie 12"" Bully Stick Dog Treat","Give your paw-tner a reward he’s sure to appreciate with Chewy Louie’s 12” Bully Stick Dog Treats! These all-natural, single-ingredient chews are crafted with 100% beef from grass-fed cattle. They are completely grain-free, gluten-free, high in protein and low in calories for a guilt-free snack you can feel good about giving your pup. Not only are these treats nutritious, but they are also delicious, offering your sidekick the meaty taste he loves. Paw-fect for moderate chewers, these sticks help encourage healthy teeth and gums by scraping away plaque and tartar as he chews. And because your dog’s treats should be as true as the bond you share, you won’t find any artificial colors, flavors or preservatives here!",Maggie,2010-09-26,SM,FMLE,Dachshund
2385023,2020-03-14,185072,"All For Paws Cuddle Country Animals Plush Dog Toy, Character Varies","The All For Paws Lamb Cuddle Animals Plush Dog Toy provides your pup with not only a fun chew toy, but it also works paw-fectly as a fabulous cuddle buddy. Soft faux-fleece is gentle on your canine companion’s mouth and the irresistible squeaker inside keeps him engaged and entertained for tons of playtime fun, not to mention the adorable shape will look incredibly cute snuggled up to your best bud!",Maggie,2010-09-26,SM,FMLE,Dachshund
2385023,2020-03-14,53154,Blue Buffalo Longevity Kitten Ideal Weight Formula Canned Cat Food,"The ideal complement to Blue Buffalo Longevity Dry Formula, Longevity Canned Kitten Food is the best way to start them on the road to staying lean for life in a tasty, moist formula. Because it’s made with scrumptious lean whitefish first followed by wholesome fruits and veggies, Longevity offers a delicious taste without the excess calories that can contribute to obesity.",Maggie,2010-09-26,SM,FMLE,Dachshund
